srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|origin timestamp|client mode|transmit timestamp|client version,,
null|null|0x0800|192.168.1.249|91.218.89.74|17|36779|123|0|1b|dba219a8161b2a27|1b,,
null|null|0x0800|192.168.1.249|202.127.210.37|17|54935|123|0|1b|dba2c26990384ba0|1b,,
null|null|0x0800|202.147.104.60|192.168.1.249|17|123|49218|0|1b|db9b4450153a0c6b|1b,,
null|null|0x0800|192.168.1.249|203.122.222.45|17|34523|123|0|1b|db9a472e538aa001|1b,,
null|null|0x0800|192.189.54.33|192.168.1.249|17|123|49864|0|1b|db9cd38baf3e468c|1b,,
null|null|0x0800|192.168.1.249|198.60.22.240|17|45626|123|0|1b|db999e67f599aa60|1b,,
null|null|0x0800|129.6.15.28|192.168.1.249|17|123|48059|0|1b|db9f222efdb25f63|1b,,
null|null|0x0800|110.21.101.199|192.168.1.249|17|123|44856|0|1b|db9ecdce9cd64d7f|1b,,
null|null|0x0800|110.21.101.199|192.168.1.249|17|123|55892|0|1b|dba01f56132f5558|1b,,
null|null|0x0800|130.102.128.23|192.168.1.249|17|123|55788|0|1b|db9dd0ad6282517e|1b,,
null|null|0x0800|121.0.0.41|192.168.1.249|17|123|45061|0|1b|db9e250dc6903643|1b,,
null|null|0x0800|192.168.1.249|27.114.150.12|17|56892|123|0|1b|db994a0714e1e710|1b,,
null|null|0x0800|192.168.1.249|203.100.61.10|17|50223|123|0|1b|dba26e0923939a7c|1b,,
null|null|0x0800|62.201.225.9|192.168.1.249|17|123|47507|0|1b|db9c7f2afc332f01|1b,,
null|null|0x0800|192.168.1.249|146.0.32.144|17|40789|123|0|1b|db9d7c4c8fa1c25d|1b,,
null|null|0x0800|192.168.1.249|41.73.42.10|17|43722|123|0|1b|db9b98b08abf0132|1b,,
null|null|0x0800|85.93.216.115|192.168.1.249|17|123|34381|0|1b|db9f768fb45d52c1|1b,,
null|null|0x0800|192.168.1.249|27.124.125.252|17|37586|123|0|1b|db9c4171ce84be40|1b,,
null|null|0x0800|54.252.129.186|192.168.1.249|17|123|32849|0|1b|dba1c542b2c32229|1b,,
null|null|0x0800|192.168.1.249|103.38.120.36|17|52333|123|0|1b|db9d27ec1de6cd29|1b,,
null|null|0x0800|192.168.1.249|121.0.0.41|17|39750|123|0|1b|db9aefefacbb7f9d|1b,,
null|null|0x0800|192.168.1.249|211.233.84.186|17|50093|123|0|1b|dba0c81c04df15a4|1b,,
null|null|0x0800|192.168.1.249|202.127.210.37|17|40279|123|0|1b|db98f5a115f59ccf|1b,,
null|null|0x0800|192.168.1.249|129.250.35.251|17|41219|123|0|1b|dba11c81bd25edd0|1b,,
null|null|0x0800|192.168.1.249|5.9.80.113|17|46897|123|0|1b|dba316c9f7dd334c|1b,,
null|null|0x0800|192.168.1.249|78.46.37.9|17|35028|123|0|1b|db9fcaf55ef4e011|1b,,
null|null|0x0800|192.168.1.249|213.175.93.20|17|57180|123|0|1b|db9a9b8eb9c45458|1b,,
null|null|0x0800|121.0.0.42|192.168.1.249|17|123|42284|0|1b|db9e796e2826bb55|1b,,
null|null|0x0800|192.168.1.249|203.122.222.45|17|37919|123|0|1b|dba073b672cacd18|1b,,
null|null|0x0800|202.127.210.36|192.168.1.249|17|123|38223|0|1b|db9bed1167a50939|1b,,
null|null|0x0800|192.168.1.249|52.63.147.200|17|45927|123|0|1b|db99f2cdee244630|1b,,
null|null|0x0800|211.233.84.186|192.168.1.249|17|123|45626|0|1b|db999e6d5fb43d89|1b,,
null|null|0x0800|192.168.1.249|54.252.165.245|17|44405|123|0|1b|dba170e254eeae9e|1b,,
null|null|0x0800|130.102.128.23|192.168.1.249|17|123|53887|0|1b|dba4bcb71196a6a0|1b,,
null|null|0x0800|202.127.210.36|192.168.1.248|17|123|41260|0|1b|dbae695c3ea64c2f|1b,,
null|null|0x0800|130.102.128.23|192.168.1.249|17|123|47967|0|1b|dbacc594b73a7978|1b,,
null|null|0x0800|220.233.156.30|192.168.1.249|17|123|51631|0|1b|dba6b6fa26cfd8f0|1b,,
null|null|0x0800|210.23.25.77|192.168.1.249|17|123|60247|0|1b|dba80886ee8155d5|1b,,
null|null|0x0800|192.168.1.249|202.60.94.15|17|52236|123|0|1b|dba7b4212f56eac8|1b,,
null|null|0x0800|192.189.54.17|192.168.1.249|17|123|33302|0|1b|dbab0001a62c12ad|1b,,
null|null|0x0800|130.102.128.23|192.168.1.249|17|123|58701|0|1b|dbad6e5ae197d49d|1b,,
null|null|0x0800|202.127.210.36|192.168.1.249|17|123|36899|0|1b|dba70b5ff2ee5258|1b,,
null|null|0x0800|80.69.163.42|192.168.1.249|17|123|34894|0|1b|dbaa574079aac53b|1b,,
null|null|0x0800|192.168.1.249|194.225.50.25|17|55160|123|0|1b|dbaa02daaa2de870|1b,,
null|null|0x0800|192.168.1.249|121.0.0.42|17|53426|123|0|1b|dba46856a777c02a|1b,,
null|null|0x0800|85.119.80.232|192.168.1.249|17|123|59487|0|1b|dba5b9d84fa7fc32|1b,,
null|null|0x0800|192.168.1.249|45.76.107.191|17|51631|123|0|1b|dba6b6ff486dd69d|1b,,
null|null|0x0800|192.168.1.249|103.38.120.36|17|43412|123|0|1b|dbac71345404b7f5|1b,,
null|null|0x0800|121.0.0.41|192.168.1.249|17|123|51783|0|1b|dba75fc0662c98e5|1b,,
null|null|0x0800|202.127.210.37|192.168.1.248|17|123|58810|0|1b|dbaebdbca9bd2fa0|1b,,
null|null|0x0800|192.168.1.249|210.23.25.77|17|38600|123|0|1b|dba36b34fe586013|1b,,
null|null|0x0800|192.33.96.102|192.168.1.249|17|123|44788|0|1b|dbab741275ec0b56|1b,,
null|null|0x0800|62.210.211.218|192.168.1.248|17|123|59467|0|1b|dbaf667dbfeb074a|1b,,
null|null|0x0800|77.245.18.26|192.168.1.249|17|123|36859|0|1b|dba60e38f6a7264a|1b,,
null|null|0x0800|27.124.125.250|192.168.1.249|17|123|42410|0|1b|dba95a1423291b82|1b,,
null|null|0x0800|192.168.1.249|27.124.125.250|17|39641|123|0|1b|dba413f60dff2e48|1b,,
null|null|0x0800|192.168.1.249|103.245.79.2|17|48905|123|0|1b|dba905b35054ef45|1b,,
null|null|0x0800|54.252.161.68|192.168.1.249|17|123|55522|0|1b|dbaaaba1387b890d|1b,,
null|null|0x0800|121.0.0.41|192.168.1.249|17|123|40801|0|1b|dba51117738fabda|1b,,
null|null|0x0800|202.147.104.60|192.168.1.249|17|123|40481|0|1b|dbadc2bb46d9dfda|1b,,
null|null|0x0800|192.168.1.249|192.189.54.33|17|56683|123|0|1b|dbab1fb22ead1d04|1b,,
null|null|0x0800|192.168.1.249|121.0.0.41|17|41998|123|0|1b|dbabc87330dd1e53|1b,,
null|null|0x0800|192.168.1.249|138.201.135.108|17|53904|123|0|1b|dbad19fa2b545c78|1b,,
null|null|0x0800|198.211.106.151|192.168.1.248|17|123|48504|0|1b|dbaf121d24bc2763|1b,,
null|null|0x0800|195.154.71.176|192.168.1.249|17|123|50260|0|1b|dbac1cd396071c53|1b,,
null|null|0x0800|130.102.2.123|192.168.1.249|17|123|53881|0|1b|dba66299b00b1359|1b,,
null|null|0x0800|192.168.1.249|196.10.52.57|17|55721|123|0|1b|dba9ae7489749279|1b,,
null|null|0x0800|192.168.1.249|129.250.35.250|17|54444|123|0|1b|dba3bf9580a45d41|1b,,
null|null|0x0800|54.252.165.245|192.168.1.249|17|123|37236|0|1b|dba56577dd749279|1b,,
null|null|0x0800|130.102.128.23|192.168.1.248|17|123|57098|0|1b|dbb45825b78ad256|1b,,
null|null|0x0800|192.168.1.248|193.141.27.6|17|49948|123|0|1b|dbb7f8552f7ced91|1b,,
null|null|0x0800|192.168.1.248|202.127.210.37|17|60396|123|0|1b|dbb84cb5dae3b46f|1b,,
null|null|0x0800|192.168.1.248|27.124.125.251|17|37709|123|0|1b|dbba46ffb9e0c5a8|1b,,
null|null|0x0800|192.168.1.248|27.124.125.251|17|38068|123|0|1b|dbbbece268219eb6|1b,,
null|null|0x0800|195.154.10.106|192.168.1.248|17|123|45333|0|1b|dbbb442135fce315|1b,,
null|null|0x0800|203.122.222.149|192.168.1.248|17|123|44986|0|1b|dbb8a116494573a7|1b,,
null|null|0x0800|192.168.1.248|212.51.144.44|17|42180|123|0|1b|dbbc4142e858bc59|1b,,
null|null|0x0800|192.168.1.248|97.107.128.58|17|34516|123|0|1b|dbb3af64addbdb5d|1b,,
null|null|0x0800|192.168.1.248|52.63.147.200|17|36674|123|0|1b|dbb5fe0d4b2e8c04|1b,,
null|null|0x0800|202.127.210.37|192.168.1.248|17|123|40914|0|1b|dbafbade6ecc2d6a|1b,,
null|null|0x0800|129.250.35.250|192.168.1.248|17|123|48939|0|1b|dbb99e3e4b0f6ad7|1b,,
null|null|0x0800|192.168.1.248|203.158.118.2|17|41959|123|0|1b|dbb949ddac36eb4e|1b,,
null|null|0x0800|192.189.54.33|192.168.1.248|17|123|55470|0|1b|dbbc95a3d36b5d46|1b,,
null|null|0x0800|192.168.1.248|27.124.125.252|17|51497|123|0|1b|dbb403c53e77c45c|1b,,
null|null|0x0800|59.167.170.228|192.168.1.248|17|123|51475|0|1b|dbb6a6d32071e6cd|1b,,
null|null|0x0800|192.168.1.248|4.53.160.75|17|58768|123|0|1b|dbba9b602ad234eb|1b,,
null|null|0x0800|192.168.1.248|86.59.80.170|17|46322|123|0|1b|dbb74f9412358298|1b,,
null|null|0x0800|192.168.1.248|103.38.120.36|17|42812|123|0|1b|dbb160c0cd04a2fc|1b,,
null|null|0x0800|108.61.194.85|192.168.1.248|17|123|45344|0|1b|dbb8f576f5f42bb6|1b,,
null|null|0x0800|192.168.1.248|27.124.125.252|17|39844|123|0|1b|dbb7a3f4be7bf61a|1b,,
null|null|0x0800|192.168.1.248|129.250.35.250|17|51356|123|0|1b|dbb00f3eef78feef|1b,,
null|null|0x0800|192.168.1.248|202.60.94.11|17|42389|123|0|1b|dbb0639f78aefb2a|1b,,
null|null|0x0800|129.250.35.251|192.168.1.248|17|123|54848|0|1b|dbbd92caeb7f38c5|1b,,
null|null|0x0800|192.168.1.248|195.43.138.123|17|59603|123|0|1b|dbb25de28fb99d45|1b,,
null|null|0x0800|192.168.1.248|103.38.120.36|17|33754|123|0|1b|dbbaefc0c07c30d3|1b,,
null|null|0x0800|54.252.161.68|192.168.1.248|17|123|46598|0|1b|dbb500e6953a81dc|1b,,
null|null|0x0800|192.168.1.248|203.23.237.200|17|37268|123|0|1b|dbb2b2434256ffc1|1b,,
null|null|0x0800|192.168.1.248|103.38.121.36|17|48142|123|0|1b|dbb65272b7a3db3b|1b,,
null|null|0x0800|202.127.210.36|192.168.1.248|17|123|57231|0|1b|dbb35b041ffb3743|1b,,
null|null|0x0800|192.168.1.248|121.0.0.42|17|48475|123|0|1b|dbb9f29efc36b8f9|1b,,
null|null|0x0800|176.9.82.67|192.168.1.248|17|123|36464|0|1b|dbbcea0469c853c1|1b,,
null|null|0x0800|129.250.35.251|192.168.1.248|17|123|56267|0|1b|dbb6fb3390adab9f|1b,,
null|null|0x0800|192.168.1.248|202.65.114.202|17|56813|123|0|1b|dbbd3e6a539884c6|1b,,
null|null|0x0800|192.168.1.248|45.114.116.62|17|34923|123|0|1b|dbb4ac8631cd2d44|1b,,
null|null|0x0800|202.147.104.60|192.168.1.248|17|123|35963|0|1b|dbb0b7fff773affb|1b,,
null|null|0x0800|91.218.89.74|192.168.1.248|17|123|52771|0|1b|dbb1b52143566490|1b,,
null|null|0x0800|178.17.162.12|192.168.1.248|17|123|44188|0|1b|dbb5554702d14a0a|1b,,
null|null|0x0800|202.147.104.60|192.168.1.248|17|123|35973|0|1b|dbbde72b7a1bb05f|1b,,
null|null|0x0800|130.102.2.123|192.168.1.248|17|123|44138|0|1b|dbb209821c28b2a6|1b,,
null|null|0x0800|192.168.1.248|129.250.35.250|17|35872|123|0|1b|dbb306a3a32b239a|1b,,
null|null|0x0800|192.168.1.248|220.233.156.30|17|33628|123|0|1b|dbb5a9aceab862b2|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|37719|0|1b|dbb10c60610a2446|1b,,
null|null|0x0800|192.168.1.248|121.0.0.41|17|37665|123|0|1b|dbbb9881e51d68c6|1b,,
null|null|0x0800|220.233.156.30|192.168.1.248|17|123|40585|0|1b|dbca3d3577ceb788|1b,,
null|null|0x0800|160.16.101.116|192.168.1.248|17|123|45422|0|1b|dbc08a345dac258d|1b,,
null|null|0x0800|27.124.125.252|192.168.1.248|17|123|44802|0|1b|dbc7ca9e5ae1693c|1b,,
null|null|0x0800|192.168.1.248|128.138.141.172|17|41894|123|0|1b|dbbf38ad3cc1333b|1b,,
null|null|0x0800|192.168.1.248|45.114.116.62|17|35411|123|0|1b|dbc7763e0e0a2014|1b,,
null|null|0x0800|192.168.1.248|202.127.210.36|17|52619|123|0|1b|dbc81efeb4258d58|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|49025|0|1b|dbcc285460e3369b|1b,,
null|null|0x0800|121.0.0.42|192.168.1.248|17|123|49306|0|1b|dbbee44cc2e3a3a8|1b,,
null|null|0x0800|192.168.1.248|203.206.205.83|17|33130|123|0|1b|dbc6cd7761907d91|1b,,
null|null|0x0800|196.10.52.57|192.168.1.248|17|123|40213|0|1b|dbc381a81b457c0b|1b,,
null|null|0x0800|192.168.1.248|54.252.161.68|17|48728|123|0|1b|dbc8c7bf82e81882|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|33889|0|1b|dbc2d8e6d651c193|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|40158|0|1b|dbc0de9a15fe004b|1b,,
null|null|0x0800|192.168.1.248|27.124.125.250|17|33578|123|0|1b|dbcc7cb4cfcec84f|1b,,
null|null|0x0800|192.168.1.248|103.51.68.133|17|45802|123|0|1b|dbc9e8d52ca31e7d|1b,,
null|null|0x0800|54.252.165.245|192.168.1.248|17|123|50843|0|1b|dbc42a6981c66d37|1b,,
null|null|0x0800|220.233.156.30|192.168.1.248|17|123|44042|0|1b|dbcb7f93857be985|1b,,
null|null|0x0800|54.252.161.68|192.168.1.248|17|123|57177|0|1b|dbc1dbc09ca1be2b|1b,,
null|null|0x0800|192.168.1.248|123.108.200.124|17|45779|123|0|1b|dbc721dd607fdc59|1b,,
null|null|0x0800|27.124.125.250|192.168.1.248|17|123|34259|0|1b|dbc5d05103d2fa0d|1b,,
null|null|0x0800|121.0.0.42|192.168.1.248|17|123|51447|0|1b|dbc91c1ff9b317ef|1b,,
null|null|0x0800|192.168.1.248|192.189.54.17|17|50728|123|0|1b|dbcb2b330f9713ad|1b,,
null|null|0x0800|192.168.1.248|203.122.222.149|17|60211|123|0|1b|dbc132fa9487db2b|1b,,
null|null|0x0800|103.38.120.36|192.168.1.248|17|123|60585|0|1b|dbbfe16e5118b0d0|1b,,
null|null|0x0800|129.250.35.251|192.168.1.248|17|123|51951|0|1b|dbc32d478d314445|1b,,
null|null|0x0800|27.124.125.250|192.168.1.248|17|123|33785|0|1b|dbbe8fec508abd5d|1b,,
null|null|0x0800|192.168.1.248|27.124.125.251|17|43303|123|0|1b|dbcad6d2a6f46aa0|1b,,
null|null|0x0800|54.252.165.245|192.168.1.248|17|123|45188|0|1b|dbbe3b8beb0153bd|1b,,
null|null|0x0800|27.124.125.250|192.168.1.248|17|123|49294|0|1b|dbc3d60907f0995a|1b,,
null|null|0x0800|103.38.121.36|192.168.1.248|17|123|52885|0|1b|dbc67916e34a2339|1b,,
null|null|0x0800|192.168.1.248|121.0.0.42|17|42485|123|0|1b|dbc9c4e0e6cffa7e|1b,,
null|null|0x0800|192.168.1.248|192.189.54.33|17|52991|123|0|1b|dbc8735f2280e065|1b,,
null|null|0x0800|78.47.253.206|192.168.1.248|17|123|46645|0|1b|dbccd1153d1cb039|1b,,
null|null|0x0800|192.168.1.248|129.250.35.250|17|45592|123|0|1b|dbc624b17e795703|1b,,
null|null|0x0800|192.168.1.248|192.189.54.17|17|59355|123|0|1b|dbcbd3f3f32f9873|1b,,
null|null|0x0800|192.168.1.248|121.0.0.41|17|38524|123|0|1b|dbc230211547064e|1b,,
null|null|0x0800|192.168.1.248|45.114.116.62|17|34814|123|0|1b|dbc97080774a771c|1b,,
null|null|0x0800|192.168.1.248|202.60.94.15|17|60938|123|0|1b|dbbf8d0dd8180d3c|1b,,
null|null|0x0800|192.168.1.248|27.124.125.250|17|38886|123|0|1b|dbc035cec0a3d70a|1b,,
null|null|0x0800|97.107.128.58|192.168.1.248|17|123|46169|0|1b|dbc1875afc536d65|1b,,
null|null|0x0800|192.168.1.248|121.0.0.42|17|53195|123|0|1b|dbc284866fc7607c|1b,,
null|null|0x0800|192.168.1.248|80.241.0.72|17|51642|123|0|1b|dbdc77210a527a20|1b,,
null|null|0x0800|80.241.0.72|192.168.1.248|17|123|38563|0|1b|dbcd257b0856e696|1b,,
null|null|0x0800|27.124.125.252|192.168.1.248|17|123|33707|0|1b|dbd2bfe97133c1ce|1b,,
null|null|0x0800|192.168.1.248|192.189.54.33|17|42066|123|0|1b|dbd4cbafb9dabe27|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|39200|0|1b|dbd6884cc46088d6|1b,,
null|null|0x0800|27.124.125.250|192.168.1.248|17|123|60425|0|1b|dbdb25939fb4d488|1b,,
null|null|0x0800|192.168.1.248|202.127.210.36|17|35588|123|0|1b|dbd57280b615336d|1b,,
null|null|0x0800|192.168.1.248|202.127.210.36|17|59517|123|0|1b|dbdc22badbdfa00e|1b,,
null|null|0x0800|192.168.1.248|202.127.210.36|17|47315|123|0|1b|dbd97fb1298372e6|1b,,
null|null|0x0800|192.168.1.248|194.225.50.25|17|46560|123|0|1b|dbdbce59afa7daa4|1b,,
null|null|0x0800|192.168.1.248|206.108.0.131|17|57135|123|0|1b|dbd4774ef815a07b|1b,,
null|null|0x0800|192.168.1.248|130.102.2.123|17|40734|123|0|1b|dbd633ec70b923a2|1b,,
null|null|0x0800|192.168.1.248|108.61.56.35|17|60688|123|0|1b|dbd217285e4e26d4|1b,,
null|null|0x0800|192.168.1.248|192.189.54.33|17|55159|123|0|1b|dbcfc8847e1b7e0a|1b,,
null|null|0x0800|192.168.1.248|121.0.0.42|17|60244|123|0|1b|dbd8d6f0698793dd|1b,,
null|null|0x0800|192.168.1.248|46.165.194.70|17|41406|123|0|1b|dbd01ce4f1460aa6|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|53150|0|1b|dbd92b50c24a59c0|1b,,
null|null|0x0800|220.233.156.30|192.168.1.248|17|123|49796|0|1b|dbd16e673ba1e3ea|1b,,
null|null|0x0800|192.168.1.248|130.102.128.23|17|34435|123|0|1b|dbdd1fe261dfdac6|1b,,
null|null|0x0800|192.168.1.248|202.127.210.37|17|33613|123|0|1b|dbd5c6e18a744b2b|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|44527|0|1b|dbd26b88fa5b63d3|1b,,
null|null|0x0800|132.163.4.101|192.168.1.248|17|123|36815|0|1b|dbce229cf1c36976|1b,,
null|null|0x0800|103.38.120.36|192.168.1.248|17|123|47670|0|1b|dbdb79f428f4f93b|1b,,
null|null|0x0800|129.250.35.250|192.168.1.248|17|123|58379|0|1b|dbd61b4210886162|1b,,
null|null|0x0800|129.250.35.250|192.168.1.248|17|123|46396|0|1b|dbcd79dbd93c579f|1b,,
null|null|0x0800|27.124.125.250|192.168.1.248|17|123|44453|0|1b|dbcdce3c5c848387|1b,,
null|null|0x0800|192.168.1.248|130.102.2.123|17|55614|123|0|1b|dbd51e20513fd0d0|1b,,
null|null|0x0800|129.250.35.251|192.168.1.248|17|123|48300|0|1b|dbd07145b1826677|1b,,
null|null|0x0800|202.127.210.37|192.168.1.248|17|123|43105|0|1b|dbcf7423fb530ced|1b,,
null|null|0x0800|192.168.1.248|129.250.35.251|17|52694|123|0|1b|dbdad1330add9c27|1b,,
null|null|0x0800|192.168.1.248|121.0.0.41|17|44502|123|0|1b|dbd11a06bfac710c|1b,,
null|null|0x0800|192.168.1.248|54.252.165.245|17|34716|123|0|1b|dbda287225ccb7d4|1b,,
null|null|0x0800|202.127.210.36|192.168.1.248|17|123|45431|0|1b|dbdccb81db1e0828|1b,,
null|null|0x0800|192.168.1.248|121.0.0.41|17|49751|123|0|1b|dbda7cd2964851a8|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|47066|0|1b|dbd88290053f5b5f|1b,,
null|null|0x0800|192.168.1.248|220.233.156.30|17|38563|123|0|1b|dbcd2575ec12cf0f|1b,,
null|null|0x0800|192.189.54.17|192.168.1.248|17|123|57926|0|1b|dbd9d411a4cc2507|1b,,
null|null|0x0800|193.6.176.19|192.168.1.248|17|123|37987|0|1b|dbd1c2c7a45ff1d8|1b,,
null|null|0x0800|54.252.165.245|192.168.1.248|17|123|55123|0|1b|dbce76fd9371da37|1b,,
null|null|0x0800|209.133.217.165|192.168.1.248|17|123|51642|0|1b|dbdc771b9edc7ef1|1b,,
null|null|0x0800|82.100.248.10|192.168.1.248|17|123|47493|0|1b|dbd82e2f0f7318fc|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|37173|0|1b|dbcf1fbe8757d5a9|1b,,
null|null|0x0800|129.250.35.250|192.168.1.248|17|123|34909|0|1b|dbd0c5a6319ba1b1|1b,,
null|null|0x0800|202.60.94.11|192.168.1.248|17|123|40422|0|1b|dbcecb5e0d40bbb1|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|59676|0|1b|dbe6273487939a7c|1b,,
null|null|0x0800|192.168.1.248|27.124.125.252|17|59682|123|0|1b|dbe3d8911162f166|1b,,
null|null|0x0800|192.168.1.248|103.38.121.36|17|58966|123|0|1b|dbe08cc2334efcbd|1b,,
null|null|0x0800|192.189.54.17|192.168.1.248|17|123|52230|0|1b|dbdd7447cc0e27e0|1b,,
null|null|0x0800|121.0.0.41|192.168.1.248|17|123|55146|0|1b|dbe2db6a8daad601|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|44219|0|1b|dbe6cff585490e66|1b,,
null|null|0x0800|103.38.120.36|192.168.1.248|17|123|42349|0|1b|dbde927f0af3c2da|1b,,
null|null|0x0800|192.168.1.248|54.252.165.245|17|56890|123|0|1b|dbdf8fa05c3c07ee|1b,,
null|null|0x0800|202.127.210.36|192.168.1.248|17|123|33823|0|1b|dbe5d2d40bc158fb|1b,,
null|null|0x0800|192.168.1.248|121.0.0.42|17|56056|123|0|1b|dbe4815208940bbb|1b,,
null|null|0x0800|176.58.109.199|192.168.1.248|17|123|54575|0|1b|dbe03861742d16b9|1b,,
null|null|0x0800|54.252.129.186|192.168.1.248|17|123|41433|0|1b|dbde1d08e15e17e3|1b,,
null|null|0x0800|192.168.1.248|130.102.2.123|17|50686|123|0|1b|dbe287051fa58f71|1b,,
null|null|0x0800|192.168.1.248|27.124.125.250|17|42083|123|0|1b|dbe232a4ab9dd3ba|1b,,
null|null|0x0800|27.124.125.251|192.168.1.248|17|123|55676|0|1b|dbe52a13019029ae|1b,,
